('10.7.11.235:58271', '10.0.136.7:53')
('10.0.136.7:53', '10.7.11.235:60503')
('10.7.11.235:51168', '10.0.136.7:53')
('10.0.136.7:53', '10.7.11.235:64828')
('10.240.10.27:5353', '224.0.0.251:5353')
('10.240.0.249:59297', '23.32.176.28:443')
('10.7.11.235:61300', '10.0.136.7:53')
('10.7.11.235:53699', '142.250.70.42:443')
('10.240.10.70:5353', '224.0.0.251:5353')
('3.111.224.186:443', '10.7.11.235:53680')
('10.7.11.235:53664', '18.234.0.179:443')
('10.7.11.235:64766', '10.0.136.7:53')
('10.7.11.235:54257', '10.0.136.7:53')
('10.240.0.249:55931', '54.167.200.67:443')
('216.58.203.2:443', '10.7.11.235:52765')
('10.7.11.235:53698', '10.240.8.31:8009')
('10.240.15.231:51042', '239.255.255.250:1900')
('10.240.0.249:58671', '52.123.129.14:443')
('52.113.195.132:443', '10.240.0.249:58681')
('10.240.0.249:56003', '216.239.34.157:443')
('10.240.5.237:5353', '224.0.0.251:5353')
('10.240.0.131:5353', '224.0.0.251:5353')
('10.240.6.216:5353', '224.0.0.251:5353')
('142.251.12.84:443', '10.7.11.235:59695')
('10.240.10.134:5353', '224.0.0.251:5353')
('10.240.0.37:59789', '224.0.0.252:5355')
('10.7.11.235:53958', '10.0.136.7:53')
('142.250.183.106:443', '10.240.0.249:63086')
('10.7.11.235:53667', '10.240.8.31:8009')
('10.7.11.235:51289', '142.250.77.234:443')
('10.240.2.190:40963', '224.0.0.251:5353')
('10.240.5.200:138', '10.240.31.255:138')
('10.7.11.235:50116', '10.0.136.7:53')
('10.240.6.18:5353', '224.0.0.251:5353')
('10.240.6.251:5353', '224.0.0.251:5353')
('10.0.136.7:53', '10.7.11.235:53283')
('10.0.136.7:53', '10.7.11.235:55974')
('142.250.70.106:443', '10.240.0.249:53155')
('10.7.11.235:53678', '216.239.34.157:443')
('10.240.2.190:33177', '224.0.0.251:5353')
('10.240.0.65:8009', '10.240.0.249:57982')
('142.250.192.97:443', '10.7.11.235:51741')
('10.240.0.249:53155', '142.250.70.106:443')
('10.240.6.211:5353', '224.0.0.251:5353')
('10.240.15.207:5353', '224.0.0.251:5353')
('10.240.15.123:49508', '239.255.255.250:1900')
('10.240.1.72:50698', '224.0.0.252:5355')
('216.58.200.202:443', '10.240.0.249:58980')
('10.7.11.235:64966', '142.250.77.234:443')
('10.240.3.128:5353', '224.0.0.251:5353')
('10.7.11.235:58631', '142.250.192.195:443')
('142.250.193.3:443', '10.7.11.235:59255')
('10.7.11.235:53683', '3.111.224.186:443')
('10.240.0.249:64660', '142.250.193.234:443')
('10.7.11.235:64704', '10.0.136.7:53')
('142.251.175.188:5228', '10.7.11.235:59746')
('10.0.136.7:53', '10.7.11.235:50916')
('10.240.0.249:55646', '142.250.76.174:443')
('142.250.192.99:443', '10.7.11.235:53694')
('10.240.2.190:5353', '224.0.0.251:5353')
('142.250.199.170:443', '10.7.11.235:53693')
('10.240.15.251:1900', '239.255.255.250:1900')
('10.7.11.235:56128', '10.0.136.7:53')
('10.240.14.3:10004', '255.255.255.255:10004')
('10.7.11.235:53680', '3.111.224.186:443')
('10.240.3.44:5353', '224.0.0.251:5353')
('10.240.0.249:59286', '13.107.246.48:443')
('10.240.0.61:5353', '224.0.0.251:5353')
('10.240.3.124:5353', '224.0.0.251:5353')
('10.240.12.24:5353', '224.0.0.251:5353')
('142.250.77.46:443', '10.7.11.235:53686')
('10.240.0.249:57978', '10.240.8.31:8009')
('10.240.6.166:17500', '10.240.31.255:17500')
('10.240.10.131:51357', '239.255.255.250:1900')
('10.240.12.166:36562', '239.255.255.250:1900')
('10.240.0.249:59291', '13.107.246.48:443')
('10.7.11.235:64828', '10.0.136.7:53')
('10.240.9.62:137', '10.240.31.255:137')
('10.240.5.89:5353', '224.0.0.251:5353')
('10.240.6.83:5353', '224.0.0.251:5353')
('216.239.34.157:443', '10.7.11.235:53678')
('10.240.0.249:58637', '57.144.177.33:443')
('10.7.11.235:53692', '142.250.199.170:443')
('10.7.11.235:64965', '216.58.200.170:443')
('10.0.136.7:53', '10.7.11.235:52032')
